Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Website,MainPhone,MainEmail,ContactName1,ContactTitle1,OTCMarketsURL
PRRY,PLANET RES RECOVERY INC,Pink No Information,0.0209,0,1398191,Common Stock,USA,Texas,,,,,,
XGEN,NEXGEN HOLDINGS CORP,Pink No Information,0.01786,,0,Common Stock,USA,Arizona,,,,,,
BLMC,BILOXI MARSH LANDS CORP,Pink No Information,3.5,-2.7778,506,Common Stock,USA,Louisiana,,,,,,
ERINQ,ERIN ENERGY CORP,Pink No Information,0.0094,30.5556,80017,Common Stock,USA,Texas,,,,,,
QENC,QUEENCH INC,Pink No Information,0.0105,,0,Common Stock,USA,New York,,,,,,
NSTM,NOVELSTEM INTL CORP,Pink No Information,0.28,0,100,Common Stock,USA,Florida,,,,,,
PBEV,PREMIUM BEVERAGE GRP INC,Pink No Information,0.03,,0,Common Stock,USA,New York,,,,,,
MDIT,MEDITE CANCER DIAGNOSTICS,Pink No Information,0.0258,,1,Common Stock,USA,Florida,,,,,,
AFFL,AFFILIATED RES CORP,Pink No Information,0.0028,,0,Common Stock,USA,Ohio,,,,,,
BRST,BROAD STREET REALTY INC,Pink No Information,1.2,,0,Common Stock,USA,Maryland,,,,,,
BRSI,BALLISTIC RECOVRY SYS INC,Pink No Information,0.05,-15.1104,500,Common Stock,USA,Minnesota,,,,,,
BPMI,BADGER PAPER MILLS INC,Pink No Information,0.059,,0,Common Stock,USA,Wisconsin,,,,,,
GSPI,GREEN STAR PRODUCTS INC,Pink No Information,0.0138,25.4545,11461064,Common Stock,USA,Montana,,,,,,
AXPT,AXIS PETROLEUM CO CAP,Pink No Information,1.3,,1,Common Stock,USA,California,,,,,,
CITY,AVALON CORRECTIONAL INC,Pink No Information,0,,0,Common Stock,USA,Oklahoma,,,,,,
ASAM,ASSURANCEAMERICA,Pink No Information,0,,0,Common Stock,USA,Georgia,,,,,,
ELGL,ELEMENT GLOBAL INC,Pink No Information,0.105,0,11266,Common Stock,USA,California,,,,,,
ASTO,ASTRO COMMUNICATIONS INC,Pink No Information,2.9,,0,Common Stock,USA,Illinois,,,,,,
ARINA,ARISTA INVESTORS CORP,Pink No Information,0.221,,0,Common Stock,USA,New York,,,,,,
JMON,JAMES MONROE CAP CORP,Pink No Information,0.0005,,0,Common Stock,USA,Utah,,,,,,
TMEB,TERME BANCORP INC,Pink No Information,0.0045,4.6512,150835,Common Stock,USA,Illinois,,,,,,
MRPI,MERA PHARMACEUTICALS INC,Pink No Information,0.024,4.3478,7661909,Common Stock,USA,Florida,,,,,,
USWF,U.S. WIND FARMING INC,Pink No Information,0.0089,0,134540,Common Stock,USA,Illinois,,,,,,
VTEQ,VERITEQ CORPORATION,Pink No Information,0.35,,10,Common Stock,USA,Florida,,,,,,
ANTI,ANTIGENICS INC COLO,Pink No Information,0.028,0,571,Common Stock,USA,Pennsylvania,,,,,,
AGTT,ANGSTROM TECHNOLOGIES INC,Pink No Information,0.02,,0,Common Stock,USA,Kentucky,,,,,,
AVOT,AMER VIDEO TELECONFRENCNG,Pink No Information,0.05,,0,Common Stock,USA,Nevada,,,,,,
ASLM,AMER SILVER MINING CO,Pink No Information,0.2,-20,2700,Common Stock,USA,Washington,,,,,,
ETEC,EMTEC INC NEW,Pink No Information,0.21085,,0,Common Stock,USA,New Jersey,,,,,,
HIRU,HIRU CORP,Pink No Information,0.0019,-5,34569463,Common Stock,USA,Arizona,,,,,,
AEGG,AMER ENERGY GROUP LTD,Pink No Information,0.0199,0,2500,Common Stock,USA,Connecticut,,,,,,
ADLI,AMER MEDICAL TECHS INC,Pink No Information,0.01,-44.4444,8443,Common Stock,USA,Texas,,,,,,
ANCSQ,AMERICAN CONSUMERS INC,Pink No Information,0.77,,0,Common Stock,USA,Georgia,,,,,,
LTFD,LITTLEFIELD CORP,Pink No Information,0.2489,,0,Common Stock,USA,Texas,,,,,,
AMLC,AMELCO CORP,Pink No Information,0.0209,-97.91,685,Common Stock,USA,California,,,,,,
ABDR,AMBASSADOR FOOD SVCS CORP,Pink No Information,0.32,,0,Common Stock,USA,New York,,,,,,
EINF,ENTERPRISE INFORMATCS,Pink No Information,1.5,,0,Common Stock,USA,California,,,,,,
ALMC,ALIMCO FINANCIAL CORP,Pink No Information,9.03,,0,Common Stock,USA,Florida,,,,,,
PBAJ,"PETRO USA, INC",Pink No Information,10,223.1018,12,Common Stock,USA,Utah,,,,,,
ACNE,ALICE CONSOL MINES INC,Pink No Information,0.339,-2.5582,32100,Common Stock,USA,Idaho,,,,,,
OMAGQ,OMAGINE INC,Pink No Information,0.01,0,100,Common Stock,USA,New York,,,,,,
ALAN,ALANCO TECHS INC,Pink No Information,0.021,,35,Common Stock,USA,Arizona,,,,,,
SPQS,SPORTSQUEST INC,Pink No Information,0.0006,0,1424890,Common Stock,USA,New York,,,,,,
BELR,BELL ROSE CAPITAL INC,Pink No Information,0,,0,Common Stock,USA,California,,,,,,
AGRS,AGRISTAR INC,Pink No Information,0.0071,,1,Common Stock,USA,Utah,,,,,,
AGDY,AGRI-DYNAMICS INC,Pink No Information,0.049,44.9704,6000,Common Stock,USA,New York,,,,,,
STRH,STAR8 CORP,Pink No Information,0.0072,10.7692,200000,Common Stock,USA,Florida,,,,,,
SCBZ,SCOOBEEZ GLOBAL INC,Pink No Information,0.013,30,400,Common Stock,USA,California,,,,,,
KRFG,KING RESOURCES INC,Pink No Information,0.001,-16.6667,275000,Common Stock,USA,Indiana,,,,,,
IWKS,AFP IMAGING CORP,Pink No Information,0.5001,,0,Common Stock,USA,New York,,,,,,
RWMI,REGALWORKS MEDIA INC,Pink No Information,0.0532,-1.4815,32351,Common Stock,USA,California,,,,,,
AHAG,ALPHA TECHS GROUP INC,Pink No Information,0.04,-29.2035,2500,Common Stock,USA,California,,,,,,
AWGL,AWG LTD,Pink No Information,0.0021,,0,Common Stock,USA,California,,,,,,
TIPS,TIANRONG INTERNET PROD SV,Pink No Information,0.0069,-46.9231,13500,Common Stock,USA,Utah,,,,,,
BOGN,BOGEN COMMUNS INTL INC,Pink No Information,0.2,,0,Common Stock,USA,New Jersey,,,,,,
ALSE,ALSERES PHARMS INC,Pink No Information,6,,0,Common Stock,USA,Massachusetts,,,,,,
CTON,SECOND STREET CAPITAL INC,Pink No Information,0.3,,0,Common Stock,USA,Florida,,,,,,
ENDO,ENDOCAN CORP,Pink No Information,0.035,-18.6047,125586,Common Stock,USA,Colorado,,,,,,
PPMD,PROTIDE PHARMS INC,Pink No Information,0.12,,0,Common Stock,USA,Illinois,,,,,,
NTGL,NANOTECH GAMING INC,Pink No Information,0.0051,0,30390,Common Stock,USA,Nevada,,,,,,
ALPE,ALPHA-EN CORP,Pink No Information,0.33,-11.0512,13053,Common Stock,USA,New York,,,,,,
CDTI,CDTI ADVANCED MATERIALS,Pink No Information,0.6095,-5.9414,400,Common Stock,USA,California,,,,,,
SINX,SIONIX CORP,Pink No Information,0.0017,13.3333,1940000,Common Stock,USA,Texas,,,,,,
ADSV,ALLIED SEC INNOVATINS NEW,Pink No Information,0.0081,-3.5714,191206,Common Stock,USA,Florida,,,,,,
RADR,RADIUM RESOURCES CORP,Pink No Information,0.06,,0,Common Stock,USA,Delaware,,,,,,
CWIR,CENTRAL WIRELESS INC,Pink No Information,0.0006,0,2072009,Common Stock,USA,New Mexico,,,,,,
PFNO,PARAFIN CORP,Pink No Information,0.0019,-5,23244279,Common Stock,USA,Nevada,,,,,,
ESDF,EAST SIDE FINCL INC,Pink No Information,0.15,,0,Common Stock,USA,Florida,,,,,,
EUOT,EUROTECH LTD,Pink No Information,0.0005,0,40100,Common Stock,USA,Texas,,,,,,
ACGI,AMACORE GROUP INC A,Pink No Information,0.0007,-22.2222,25000,Common Stock,USA,Florida,,,,,,
APGI,AMERICAN POWER GROUP CORP,Pink No Information,0.029,38.0952,1000,Common Stock,USA,Iowa,,,,,,
HABC,HABERSHAM BANCORP,Pink No Information,0.008,,0,Common Stock,USA,Georgia,,,,,,
HXPN,HARRIS EXPLORATION INC,Pink No Information,0.04,-20,12900,Common Stock,USA,Oklahoma,,,,,,
HRBR,HARBOR DIVERSIFIED INC,Pink No Information,0.69,4.5455,30979,Common Stock,USA,Wisconsin,,,,,,
CUBV,CUBA BEVERAGE CO,Pink No Information,0.0015,7.1429,27135381,Common Stock,USA,Nevada,,,,,,
MYSN,MYSON GROUP INC,Pink No Information,0.0052,,0,Common Stock,USA,Nevada,,,,,,
WWDH,WORLDWIDE HLDGS CORP,Pink No Information,0.0108,,0,Common Stock,USA,Nevada,,,,,,
KMFI,KELLER MFG CO INC,Pink No Information,0.22,-12,2822,Common Stock,USA,Kentucky,,,,,,
KYZN,KYZEN CORP A,Pink No Information,2.39,,0,Common Stock,USA,Tennessee,,,,,,
MPML,MPM TECHS INC,Pink No Information,0.03,,0,Common Stock,USA,Washington,,,,,,
LTEC,LOUD TECHNOLOGIES INC,Pink No Information,0.0261,,0,Common Stock,USA,Washington,,,,,,
CEVE,CERES VENTURES INC,Pink No Information,0.06315,,0,Common Stock,USA,New York,,,,,,
MAHN,MID-ATLANTIC HM HLTH NTWK,Pink No Information,0.052,,0,Common Stock,USA,,,,,,,
MMTS,MULTI-MEDIA TUTORIAL SVCS,Pink No Information,0.0026,,0,Common Stock,USA,New York,,,,,,
PARD,PONIARD PHARMS INC,Pink No Information,0.0652,,0,Common Stock,USA,Washington,,,,,,
RIGG,RICHLAND RESOURCES INTL,Pink No Information,4,,0,Common Stock,USA,New York,,,,,,
NFTI,NOFIRE TECHNOLOGIES INC,Pink No Information,0.16,0.0625,44601,Common Stock,USA,New Jersey,,,,,,
OMRX,ORTHOMETRIX INC,Pink No Information,0.0099,175,5000,Common Stock,USA,Florida,,,,,,
OSIN,OPTIMUM SOURCE INTL LTD,Pink No Information,0.05,,0,Common Stock,USA,Florida,,,,,,
ALYE,ALY ENERGY SERVICES INC,Pink No Information,2.5,1.626,110,Common Stock,USA,Texas,,,,,,
PRLO,PROLOGIC MGMT SYSTEMS INC,Pink No Information,0.011,,0,Common Stock,USA,Arizona,,,,,,
HDYNQ,HYPERDYNAMICS CORP,Pink No Information,0.0146,46,11827,Common Stock,USA,Texas,,,,,,
GACR,GREEN AUTOMOTIVE CO,Pink No Information,0.0055,,65,Common Stock,USA,California,,,,,,
VPRO,VIROPRO INC,Pink No Information,0.00102,2,70000,Common Stock,USA,California,,,,,,
SHGP,SHARPE RESOURCE CORP,Pink No Information,0.0049,,0,Common Stock,USA,Virginia,,,,,,
PFWIQ,PETRONE WORLDWIDE INC,Pink No Information,0.0018,-18.1818,21620562,Common Stock,USA,New York,,,,,,
CMNT,CHINA MULANS NANO TECH,Pink No Information,0.0121,,0,Common Stock,USA,Florida,,,,,,
ZCOM,IMPRESO INC,Pink No Information,1.45,,0,Common Stock,USA,Texas,,,,,,
SMEV,SIMULATED ENVIR CNCPTS,Pink No Information,0.0021,23.5294,3651339,Common Stock,USA,Florida,,,,,,
SUVZ,SUVANZA,Pink No Information,0.1,,0,Common Stock,USA,Florida,,,,,,
WBRE,WILD BRUSH ENERGY INC,Pink No Information,0.004,0,150,Common Stock,USA,Washington,,,,,,
PLNTQ,PROLIANCE INTL INC,Pink No Information,0.02,0,88032,Common Stock,USA,Connecticut,,,,,,
TXCCQ,TRANSWITCH CORP,Pink No Information,0.0088,23.9437,510963,Common Stock,USA,Connecticut,,,,,,
EXHI,EXLITES HOLDINGS INTL INC,Pink No Information,0.04,0,10000,Common Stock,USA,California,,,,,,
EZEN,EZENIA! INC,Pink No Information,0.0647,,50,Common Stock,USA,New Hampshire,,,,,,
KIWB,KIWIBOX.COM INC,Pink No Information,0.0012,-20,580000,Common Stock,USA,New York,,,,,,
WORC,WAKE UP NOW INC,Pink No Information,0.51,,0,Common Stock,USA,Utah,,,,,,
CONCD,CONECTISYS CORP NEW,Pink No Information,0,,243,Common Stock,USA,California,,,,,,
MEGH,MEGALITH CORP,Pink No Information,0.105,-9.4828,36503,Common Stock,USA,Texas,,,,,,
GSFD,GLOBAL SEAFOOD TECH INC,Pink No Information,0.1,,0,Common Stock,USA,Mississippi,,,,,,
LTRE,LEARNING TREE INTL INC,Pink No Information,0.6101,,0,Common Stock,USA,Virginia,,,,,,
STRB,STRASBAUGH,Pink No Information,0.1833,,0,Common Stock,USA,California,,,,,,
CDIIQ,CD INTERNATIONAL ENT INC,Pink No Information,0.0028,-40.4255,20101,Common Stock,USA,Florida,,,,,,
ELCO,ELCOM INTL INC,Pink No Information,6.5,,0,Common Stock,USA,Massachusetts,,,,,,
NICH,NITCHES INC,Pink No Information,0.1657,2.9193,32033,Common Stock,USA,Nevada,,,,,,
ECDD,ECRID INC,Pink No Information,0.2416,-14.2045,10069,Common Stock,USA,Florida,,,,,,
AXLE,T.J.T. INC,Pink No Information,0.25,,0,Common Stock,USA,Idaho,,,,,,
GVSI,GOOD VIBRATIONS SHOES INC,Pink No Information,0.0008,0,10958037,Common Stock,USA,California,,,,,,
MLMN,MILLENNIUM PRIME INC,Pink No Information,0.004,,0,Common Stock,USA,Florida,,,,,,
ACCA,ACACIA DIVERSIFIED HLDGS,Pink No Information,0.0293,-9.1473,187451,Common Stock,USA,Florida,,,,,,
BEEN,BETTER ENVIRONMENT CNCPT,Pink No Information,1.4,,0,Common Stock,USA,Washington,,,,,,
AOLS,AEOLUS PHARMS INC,Pink No Information,0.005,-44.4444,840835,Common Stock,USA,California,,,,,,
VSMD,VASAMED INC,Pink No Information,0.0081,,0,Common Stock,USA,Minnesota,,,,,,
AGCZ,ANDES GOLD CORP,Pink No Information,0.0108,-14.2857,67244,Common Stock,USA,Florida,,,,,,
MRPS,MICROPHONICS INC,Pink No Information,0.007,,0,Common Stock,USA,Tennessee,,,,,,
SIMA,SONICS & MATERIALS INC,Pink No Information,7.25,-23.6842,200,Common Stock,USA,Connecticut,,,,,,
RAIO,RADIOIO INC,Pink No Information,0.056,,14,Common Stock,USA,New York,,,,,,
CZNB,CITIZENS BANCORP (CA),Pink No Information,0.025,,0,Common Stock,USA,California,,,,,,
BCII,BLOCKCHAIN INDUSTRIES INC,Pink No Information,0.89,9.8765,99396,Common Stock,USA,New York,,,,,,
RBCL,RBC LIFE SCIENCES INC,Pink No Information,0.077,,0,Common Stock,USA,Texas,,,,,,
NEVE,NEVO ENERGY INC,Pink No Information,0.01,,0,Common Stock,USA,California,,,,,,
USBL,U S BASKETBALL LEAGUE INC,Pink No Information,0.09,,0,Common Stock,USA,Connecticut,,,,,,
HLCN,HOLOCO INC,Pink No Information,0.03,,0,Common Stock,USA,New Jersey,,,,,,
UNDR,UNDERSEA RECOVERY CORP,Pink No Information,0.003,-1.3158,553968,Common Stock,USA,Georgia,,,,,,
IKMA,MEDTINO INC,Pink No Information,0.0311,,0,Common Stock,USA,Florida,,,,,,
AACS,AMER COMMERCE SOLTNS INC,Pink No Information,0.0022,-4.3478,110550,Common Stock,USA,Florida,,,,,,
WIRX,WIRELESS XCESSORIES GRP,Pink No Information,0.018,63.6364,5100,Common Stock,USA,Pennsylvania,,,,,,
DFODQ,DEAN FOODS CO,Pink No Information,0.0555,-11.2,243888,Common Stock,USA,Texas,,,,,,
BNYN,BANYAN CORP (ORE),Pink No Information,0.0004,0,30000,Common Stock,USA,Florida,,,,,,
ANMP,ANACOM INC NEW,Pink No Information,0.0369,,0,Common Stock,USA,California,,,,,,
EVSP,ENVIRONMENTAL SVC PRO INC,Pink No Information,0.002715,,0,Common Stock,USA,California,,,,,,
EASB,EASTON BANCORP INC (MD),Pink No Information,0,,0,Common Stock,USA,Maryland,,,,,,
APVS,APPLIED VISUAL SCI INC,Pink No Information,0.0036,-40,2000,Common Stock,USA,Virginia,,,,,,
UNMK,TRITENT INTL AGRICULTURE,Pink No Information,0.13,,0,Common Stock,USA,Illinois,,,,,,
INTP,INTEGRATED PHARMS INC,Pink No Information,0.0096,,0,Common Stock,USA,Arizona,,,,,,
WEBB,WEB BLOCKCHAIN MEDIA,Pink No Information,0.0798,-5,617712,Common Stock,USA,California,,,,,,
BIONQ,BIONITROGEN HLDGS CORP,Pink No Information,0.002,42.8571,515174,Common Stock,USA,Florida,,,,,,
ULGX,UROLOGIX INC,Pink No Information,0.0068,4.6154,235,Common Stock,USA,Minnesota,,,,,,
DROP,FUSE SCIENCE INC,Pink No Information,0.033,3.937,777883,Common Stock,USA,New York,,,,,,
BBUCQ,BIG BUCK BRWRY&STKHSE,Pink No Information,0.08,-20,3270,Common Stock,USA,Michigan,,,,,,
RFNS,RELIANT FINCL SVC CORP,Pink No Information,0.0015,7.1429,20000,Common Stock,USA,Florida,,,,,,
ATOR,ASTOR EXPLORATIONS CORP,Pink No Information,0.75,,0,Common Stock,USA,Wyoming,,,,,,
ASNB,EKIMAS CORPORATION,Pink No Information,0.026,4,10000,Common Stock,USA,Massachusetts,,,,,,
BDCM,BROADCAST MKTNG GROUP INC,Pink No Information,0.125,0,48800,Common Stock,USA,North Carolina,,,,,,
EAXR,EALIXIR INC,Pink No Information,3.94,,0,Common Stock,USA,Florida,,,,,,
RGBOQ,REGEN BIOLOGICS INC NEW,Pink No Information,0.037,0,3999,Common Stock,USA,New Jersey,,,,,,
HERF,RED OAK HEREFORD FARMS,Pink No Information,0.0111,8.8235,200,Common Stock,USA,Iowa,,,,,,
LNXW,LENOX WEALTH MGMT INC,Pink No Information,0,,0,Common Stock,USA,Ohio,,,,,,
MPEG,INNOVACOM INC,Pink No Information,0.0064,,0,Common Stock,USA,Florida,,,,,,
PDMI,PARADIGM MED INDUS INC,Pink No Information,0.0004,0,2698000,Common Stock,USA,Utah,,,,,,
MMTC,MICRO IMAGING TECH INC,Pink No Information,0.35,,0,Common Stock,USA,California,,,,,,
TVTV,WHEREVERTV BROADCASTING,Pink No Information,0.106,51.4286,750,Common Stock,USA,Florida,,,,,,
MCHA,MATCHAAH HOLDING INC,Pink No Information,0.081,,0,Common Stock,USA,Minnesota,,,,,,
OICT,OICINTRA INC,Pink No Information,1.5,,0,Common Stock,USA,Nevada,,,,,,
SLUP,SOLUCORP INDUSTRIES LTD,Pink No Information,0.0058,0,85000,Common Stock,USA,Florida,,,,,,
BSEG,BIG SCREEN ENTMT GRP INC,Pink No Information,0.0156,11.4286,643115,Common Stock,USA,California,,,,,,
AMIN,AMERICAN INTL INDUS INC,Pink No Information,0.081,,0,Common Stock,USA,Texas,,,,,,
EFLI,CELL TECH INTL INC,Pink No Information,0.03,,0,Common Stock,USA,Oregon,,,,,,
TLPC,TELPAC INDUSTRIES INC,Pink No Information,0.0148,,0,Common Stock,USA,California,,,,,,
LGBI,CANNABIZ MOBILE INC,Pink No Information,0.0012,-7.6923,636919,Common Stock,USA,New York,,,,,,
WOWI,METRO ONE TELECOMMUNS INC,Pink No Information,0.0093,-45.2941,187,Common Stock,USA,Oregon,,,,,,
BSTK,BRITE-STRIKE TACTICAL INC,Pink No Information,0.0171,,0,Common Stock,USA,Massachusetts,,,,,,
FIND,FINDEX.COM INC,Pink No Information,0.0065,,0,Common Stock,USA,Florida,,,,,,
MPHD,MEDIA PAL HOLDINGS CORP,Pink No Information,0.0136,,0,Common Stock,USA,Florida,,,,,,
GRLF,GREEN LEAF INNOVATNS INC,Pink No Information,0.0011,10,308457528,Common Stock,USA,Georgia,,,,,,
MCAP,MANGO CAPITAL INC,Pink No Information,0.045,-24.8748,5016,Common Stock,USA,New Jersey,,,,,,
PFTI,PURADYN FILTER TECHS INC,Pink No Information,0.015,7.5269,5600,Common Stock,USA,Florida,,,,,,
ABPR,AIRBORNE SEC & PROT SVCS,Pink No Information,0.001,0,20000,Common Stock,USA,Florida,,,,,,
CICN,CICERO INC,Pink No Information,0.00673,,0,Common Stock,USA,North Carolina,,,,,,
EQTL,EQUITECH INTL CORP,Pink No Information,0.071,-2.6063,32659,Common Stock,USA,New Jersey,,,,,,
PGUZ,PEGASUS PHARMS INC,Pink No Information,0.0101,-38.7879,50000,Common Stock,USA,Florida,,,,,,
OPUS,OPUS MAGNUM AMERIS INC,Pink No Information,0.0142,,0,Common Stock,USA,Florida,,,,,,
ASFX,AMERICAN SCIENTFC RES,Pink No Information,0.0011,10,1272000,Common Stock,USA,Florida,,,,,,
JAGR,GREEN STREET CAPITAL CORP,Pink No Information,0.005,,0,Common Stock,USA,Florida,,,,,,
ZCBD,BODY BASICS INC,Pink No Information,0.75,,0,Common Stock,USA,California,,,,,,
IDND,INTL DISPENSING CORP,Pink No Information,0.204,-32,82964,Common Stock,USA,New York,,,,,,
ENCW,ENCHANTED WORLD INC,Pink No Information,0.1799,0,500,Common Stock,USA,Nevada,,,,,,
ASZP,JV GROUP INC,Pink No Information,0.0129,,0,Common Stock,USA,Colorado,,,,,,
ALLN,ALLIN CORP,Pink No Information,1.2,,0,Common Stock,USA,Pennsylvania,,,,,,
GLBH,GLOBALTECH HLDGS INC,Pink No Information,0.0143,,0,Common Stock,USA,Georgia,,,,,,
SBSAA,SPANISH BRDCSTNG SYS A,Pink No Information,1.81,-9.5,26782,Common Stock,USA,Florida,,,,,,
VUOC,VU1 CORP,Pink No Information,0.0085,,0,Common Stock,USA,California,,,,,,
CNDL,CANDLEWOOD HOTEL CO INC,Pink No Information,0.0395,0,1087,Common Stock,USA,Kansas,,,,,,
DRWN,A CLEAN SLATE INC,Pink No Information,0.0006,0,41887235,Common Stock,USA,Texas,,,,,,
TUXS,TUXIS CORP,Pink No Information,3.9,-2.5,100,Common Stock,USA,New York,,,,,,
PCSO,PROTECTIVE CAP STRCTURES,Pink No Information,1,,0,Common Stock,USA,Delaware,,,,,,
AVXT,AVAX TECHS INC,Pink No Information,0.01,21.9512,20910,Common Stock,USA,Pennsylvania,,,,,,
MVEN,THEMAVEN INC,Pink No Information,0.99,17.8571,47425,Common Stock,USA,New York,,,,,,
NEOM,NEOMEDIA TECHS INC,Pink No Information,0.0017,-15,14061662,Common Stock,USA,Colorado,,,,,,
ENTI,ENCOUNTER TECHS INC,Pink No Information,0.0003,0,40524999,Common Stock,USA,Oklahoma,,,,,,
BCAP,BARON CAPITAL ENTERPRISE,Pink No Information,0.0008,0,46209095,Common Stock,USA,Florida,,,,,,
QRSM,QRS MUSIC TECHS INC,Pink No Information,0.5,42.8571,161,Common Stock,USA,Pennsylvania,,,,,,
IRNC,IRONCLAD ENCRYPTION CORP,Pink No Information,0.0005,-16.6667,430703228,Common Stock,USA,Texas,,,,,,
NBRY,NEWBERRY SPECIALTY BAKERS,Pink No Information,0.00885,,0,Common Stock,USA,Texas,,,,,,
ITNF,INTERNET INFINITY INC,Pink No Information,0.02,29.0323,69000,Common Stock,USA,California,,,,,,
ETER,ENTERRA CORPORATION,Pink No Information,0.03,-66.6667,434,Common Stock,USA,New York,,,,,,
DGIF,D7 ENTERPRISES INC,Pink No Information,0.0751,,0,Common Stock,USA,Colorado,,,,,,
BBAL,NEW YORK HEALTH CARE INC,Pink No Information,0.0044,-66.1538,6000,Common Stock,USA,New York,,,,,,
EMPS,EMP SOLUTIONS INC,Pink No Information,0.035,,0,Common Stock,USA,Ohio,,,,,,
TMCV,TEMECULA VALLEY BNCRP INC,Pink No Information,0.018,0,12200,Common Stock,USA,California,,,,,,
SUNC,SUNCAST SOLAR ENERGY INC,Pink No Information,0.02825,13,29613,Common Stock,USA,Colorado,,,,,,
TEUM,PARETEUM CORPORATION,Pink No Information,0.49,6.5217,275098,Common Stock,USA,New York,,,,,,
PRMO,PROM RESOURCES INC,Pink No Information,0.0006,-14.2857,88334087,Common Stock,USA,Florida,,,,,,
VCST,VIEWCAST.COM INC,Pink No Information,0.005,,0,Common Stock,USA,Texas,,,,,,
SGUJ,SAGUARO HOLDINGS CORP,Pink No Information,0.05,,0,Common Stock,USA,California,,,,,,
SPBV,SPORTS POUCH BEV CO INC,Pink No Information,0.0046,-23.3333,30000,Common Stock,USA,California,,,,,,
EWRC,EWORLD COMPANIES INC,Pink No Information,0.0066,-17.5,1152679,Common Stock,USA,California,,,,,,
SKVY,SENTRY TECH CORP,Pink No Information,0.005,-34.2105,21000,Common Stock,USA,New York,,,,,,
CBPI,CHINA BOTANIC PHARMS INC,Pink No Information,0.056,-6.6667,87646,Common Stock,USA,New York,,,,,,
RIVT,RIVIERA TOOL CO,Pink No Information,0.024,0,400,Common Stock,USA,Michigan,,,,,,
ILST,INTL STAR INC,Pink No Information,0.0006,0,3703911,Common Stock,USA,Florida,,,,,,
NMGC,NEOMAGIC CORP,Pink No Information,0.0203,-30,10000,Common Stock,USA,California,,,,,,
XCRT,XCELERATE INC,Pink No Information,0.145,3.5714,779436,Common Stock,USA,Florida,,,,,,
SRSN,STRATEGIC RES INTL INC,Pink No Information,0.01,,0,Common Stock,USA,Washington,,,,,,
UNVC,UNIVEC INC,Pink No Information,0.09,-18.1818,3124146,Common Stock,USA,Maryland,,,,,,
HRTT,HEART TRONICS INC,Pink No Information,0.85,,0,Common Stock,USA,California,,,,,,
GSPH,GEOSPATIAL CORPORATION,Pink No Information,0.0053,-7.0175,160500,Common Stock,USA,Virginia,,,,,,
EATR,EASTERN ASTERIA INC,Pink No Information,0.0004,33.3333,458300,Common Stock,USA,Florida,,,,,,
AHFI,ABSOLUTE HEALTH & FITNESS,Pink No Information,0.0036,-81.0526,20100,Common Stock,USA,Nevada,,,,,,
TNTC,TINTIC STANDARD GLD MNS,Pink No Information,0.7,,0,Common Stock,USA,Idaho,,,,,,
GMZP,GEMZ CORP,Pink No Information,0.0009,0,52200,Common Stock,USA,New York,,,,,,
PRVU,PREVU INC,Pink No Information,0.0033,3.125,34000,Common Stock,USA,Minnesota,,,,,,
NXSI,NEXIS INTL INDUS INC,Pink No Information,0.0052,-2.8037,20005,Common Stock,USA,Washington,,,,,,
ZEON,ZEONS CORP,Pink No Information,0.2001,,0,Common Stock,USA,Texas,,,,,,
ACBCQ,ALBINA COMMUNITY BNCRP,Pink No Information,0.0499,,0,Common Stock,USA,Oregon,,,,,,
THDS,3DSHOPPING.COM,Pink No Information,0.0859,12.4346,264725,Common Stock,USA,Virginia,,,,,,
EQLB,EQ LABS INC,Pink No Information,0.0032,-18.3673,2603692,Common Stock,USA,Nevada,,,,,,
FLST,FUELSTREAM INC,Pink No Information,0.0065,,0,Common Stock,USA,Utah,,,,,,
IDIG,INTL DIGITAL HOLDING INC,Pink No Information,0.01825,-8.75,10100,Common Stock,USA,Florida,,,,,,
GAMN,GREAT AMER FOOD CHAIN INC,Pink No Information,0.015,,0,Common Stock,USA,Texas,,,,,,
TGRO,TIGER OIL AND ENERGY INC,Pink No Information,0.0009,-10,27492341,Common Stock,USA,Nevada,,,,,,
NTCI,NUTECH INC,Pink No Information,0.00205,,0,Common Stock,USA,Texas,,,,,,
PROT,PROTEONOMIX INC,Pink No Information,0.007,,0,Common Stock,USA,New Jersey,,,,,,
HMNY,HELIOS&MATHESON ANALYTICS,Pink No Information,0.0036,2.8571,138805909,Common Stock,USA,New York,,,,,,
USGA,US GLOBAL NANOSPACE INC,Pink No Information,0.00372,14.1104,351700,Common Stock,USA,Nevada,,,,,,
NTFY,NOTIFY TECHNOLOGY CORP,Pink No Information,6,,0,Common Stock,USA,California,,,,,,
SEYE,SIGNATURE EYEWEAR INC,Pink No Information,0.067,,0,Common Stock,USA,California,,,,,,
MCIC,MULTICORP INTL INC,Pink No Information,0.0045,-8.1633,595480,Common Stock,USA,California,,,,,,
MGCV,MGC VENTURES INC,Pink No Information,0.023,,0,Common Stock,USA,Washington,,,,,,
BMRK,BENCHMARK ENERGY CORP,Pink No Information,0.015,-40,110,Common Stock,USA,Texas,,,,,,
SQCC,SQUARE CHAIN CORP,Pink No Information,0.0437,3.3097,32050,Common Stock,USA,California,,,,,,
